column name,mutual info score
M) Geographic Region 5,0.005530628067228309
M) Geographic Region 6,0.00274662743140279
M) Geographic Region 7,0.0027466274314027865
M) Geographic Region 8,0.005204921804043111
M) Geographic Region 9,0.0216431948608007
N) STEM Discipline Focus,0.0029023216615558234
N) STEM Discipline Focus 1,0.000531921662540874
N) STEM Discipline Focus 2,5.605588729473698e-06
N) STEM Discipline Focus 3,0.0001392158818904754
N) STEM Discipline Focus 4,7.274081285688072e-05
N) STEM Discipline Focus 5,0.0034349059746385524
N) STEM Discipline Focus 6,0.00038902823266356856
N) STEM Discipline Focus 7,0.004476102540434526
N) STEM Discipline Focus 8,0.0015783360255334222
N) STEM Discipline Focus 9,0.0026170083733971783
N) STEM Discipline Focus 10,0.0019533272759229003
N) STEM Discipline Focus 11,0.0009242667205667521
N) STEM Discipline Focus 12,0.2684592772911926
O) Organization or Individual Funded,0.0009594021066011427
O) Organization or Individual Funded 1,0.00018934606341289295
O) Organization or Individual Funded 2,0.0011179592664046778
O) Organization or Individual Funded 3,0.0029023216615558234
O) Organization or Individual Funded 4,6.391921045714732e-05
O) Organization or Individual Funded 5,0.00031761408476815856
O) Organization or Individual Funded 6,0.001291464153045735
O) Organization or Individual Funded 7,0.0038795139648604704
O) Organization or Individual Funded 8,0.00026501792629478327
O) Organization or Individual Funded 9,2.0392463559573692e-05
O) Organization or Individual Funded 10,0.0005153592777657617
O) Organization or Individual Funded 11,0.08273541383890767
P) External Funding Allocation,5.551115123125783e-17
P) External Funding Allocation 1,0.005204921804043111
P) External Funding Allocation 2,0.0030532797631354913
P) External Funding Allocation 3,0.002150793005352203
P) External Funding Allocation 4,0.0018270121092965053
P) External Funding Allocation 5,0.05753183300376667
Q) Legislation Required to Shift Focus?,0.018569757741870568
R1) Joint Funding of Investment (with Agencies),5.551115123125783e-17
R1) Joint Funding of Investment (with Agencies) 1,0.018329133986185197
R1) Joint Funding of Investment (with Agencies) 2,0.026959785879293076
R1) Joint Funding of Investment (with Agencies) 3,0.0011629590331230406
R1) Joint Funding of Investment (with Agencies) 4,0.020584022675809274
R1) Joint Funding of Investment (with Agencies) 5,0.00898335529130697
R1) Joint Funding of Investment (with Agencies) 6,0.0002877632096263197
R1) Joint Funding of Investment (with Agencies) 7,0.007179737622230967
R1) Joint Funding of Investment (with Agencies) 8,0.0062839703473932355
R1) Joint Funding of Investment (with Agencies) 9,0.0001180823706244602
R1) Joint Funding of Investment (with Agencies) 10,0.007179737622230967
R1) Joint Funding of Investment (with Agencies) 11,0.0062839703473932355
R1) Joint Funding of Investment (with Agencies) 12,0.0001180823706244602
R2) Joint Funding of Investment (with Other),0.03153273681383588
R2) Joint Funding of Investment (with Other) 1,0.022519178226866627
R2) Joint Funding of Investment (with Other) 2,0.001155567807942133
R2) Joint Funding of Investment (with Other) 3,0.01617370137405117
R2) Joint Funding of Investment (with Other) 4,0.007179737622230967
R2) Joint Funding of Investment (with Other) 5,0.0007262767417826575
R2) Joint Funding of Investment (with Other) 6,0.014393754679143611
R2) Joint Funding of Investment (with Other) 7,0.0062839703473932355
R2) Joint Funding of Investment (with Other) 8,0.00037245013219451215
R2) Joint Funding of Investment (with Other) 9,0.013509782124139415
R2) Joint Funding of Investment (with Other) 10,0.0062839703473932355
R2) Joint Funding of Investment (with Other) 11,0.0001180823706244602
S) Investment Partnerships,0.017260618276791675
T) Partnerships with What Organization Types?,0.002667706950498089
T) Partnerships with What Organization Types? 1,0.0002599484074183034
T) Partnerships with What Organization Types? 2,0.003192845597075139
T) Partnerships with What Organization Types? 3,0.006018797427713135
T) Partnerships with What Organization Types? 4,0.0010785037069805173
T) Partnerships with What Organization Types? 5,1.9028682694925692e-06
T) Partnerships with What Organization Types? 6,0.000531921662540874
T) Partnerships with What Organization Types? 7,0.000531921662540874
T) Partnerships with What Organization Types? 8,0.000531921662540874
T) Partnerships with What Organization Types? 9,1.0342732705254098e-05
T) Partnerships with What Organization Types? 10,0.0008008850788175925
T) Partnerships with What Organization Types? 11,2.5079619175166767e-06
T) Partnerships with What Organization Types? 12,1.6899340960496723e-06
T) Partnerships with What Organization Types? 13,2.210442217021047e-05
T) Partnerships with What Organization Types? 14,0.0003471349047050043
T) Partnerships with What Organization Types? 15,0.000409271724137919
T) Partnerships with What Organization Types? 16,0.0008408919237155033
T) Partnerships with What Organization Types? 17,0.00014700124893166078
T) Partnerships with What Organization Types? 18,0.0003471349047050043
T) Partnerships with What Organization Types? 19,0.001821207608485531
T) Partnerships with What Organization Types? 20,0.0003905113394400417
T) Partnerships with What Organization Types? 21,6.163870895845025e-06
T) Partnerships with What Organization Types? 22,0.038656006333937926
U) Measured Outputs,9.057546114341064e-06
U) Measured Outputs 1,0.0006072312126611246
U) Measured Outputs 2,1.1583852571661613e-05
U) Measured Outputs 3,0.0009482629024267671
U) Measured Outputs 4,0.0022582670484042403
U) Measured Outputs 5,0.001373441304726223
U) Measured Outputs 6,0.0008408919237155033
U) Measured Outputs 7,7.898134658121392e-05
U) Measured Outputs 8,0.0041917898819996136
U) Measured Outputs 9,0.0022907244193673473
U) Measured Outputs 10,0.0008886958344848928
U) Measured Outputs 11,0.000868827401186413
U) Measured Outputs 12,0.0006249762044893206
U) Measured Outputs 13,1.8222235741549575e-05
U) Measured Outputs 14,0.18340524157340432
V) Outcomes Measured,0.007860825019249076
V) Outcomes Measured 1,0.001035101287703566
V) Outcomes Measured 2,0.0006073861093301713
V) Outcomes Measured 3,0.00015492334475093739
V) Outcomes Measured 4,0.0007219423578462697
V) Outcomes Measured 5,0.002033557276512804
V) Outcomes Measured 6,0.0019691335703375043
V) Outcomes Measured 7,0.009302561870914244
V) Outcomes Measured 8,0.0007648202053956443
V) Outcomes Measured 9,8.097918778315893e-06
V) Outcomes Measured 10,0.0036704247820554953
V) Outcomes Measured 11,0.0070347601001804205
V) Outcomes Measured 12,0.13533550750962572
W) Measurement Instruments Used,0.1721046689689615
W) Measurement Instruments Used 1,0.10060183815513427
W) Measurement Instruments Used 2,0.04605846403947603
X) Evaluated Since 2005?,0.007444726708957031
Y1) Formative Evaluation Type,0.0011986656028844245
Y1) Formative Evaluation Type 1,0.003192845597075139
Y1) Formative Evaluation Type 2,0.0040482283493427605
Y2) Summative Evaluation Type,0.0008424835258373231
Y2) Summative Evaluation Type 1,0.0007219423578462697
Y2) Summative Evaluation Type 2,6.841681966027191e-05
Y3) Process or Implementation Evaluation Type,0.004756527258198168
Y3) Process or Implementation Evaluation Type 1,1.3424832275413245e-05
Y3) Process or Implementation Evaluation Type 2,0.0003083297637891669
Y4) Portfolio Evaluation/Review Type,0.0011399965412160484
Y4) Portfolio Evaluation/Review Type 1,0.006774968344180704
Y4) Portfolio Evaluation/Review Type 2,2.2348201990346483e-05
Y5) Expert Review Type,0.008301581845406414
Y5) Expert Review Type 1,0.0024801624104124342
Growth,0.507978580086775
